order_id,customer_id,order_date,channel,revenue,quantity,region
O00469,C0277,2025-07-10,Organic Search,83.25,1,West
O00470,C0294,2025-07-10,Organic Search,269.18,3,Northeast
O00471,C0311,2025-07-10,Organic Search,192.40,2,South
O00472,C0021,2025-07-10,Paid Search,97.20,1,West
O00473,C0038,2025-07-10,Paid Search,314.28,3,Northeast
O00474,C0055,2025-07-10,Paid Search,224.64,2,South
O00475,C0085,2025-07-10,Direct,75.60,1,West
O00476,C0102,2025-07-10,Direct,244.44,3,Northeast
O00477,C0132,2025-07-10,Referral,308.88,3,Midwest
O00478,C0162,2025-07-10,Email,104.40,1,Northeast
O00479,C0192,2025-07-10,Organic Social,147.44,2,Midwest
O00480,C0209,2025-07-10,Organic Social,79.04,1,West
O00481,C0161,2025-07-11,Organic Search,83.25,1,West
O00482,C0178,2025-07-11,Organic Search,269.18,3,Northeast
O00483,C0195,2025-07-11,Organic Search,192.40,2,South
O00484,C0225,2025-07-11,Paid Search,97.20,1,West
O00485,C0242,2025-07-11,Paid Search,314.28,3,Northeast
O00486,C0259,2025-07-11,Paid Search,224.64,2,South
O00487,C0289,2025-07-11,Direct,75.60,1,West
O00488,C0306,2025-07-11,Direct,244.44,3,Northeast
O00489,C0016,2025-07-11,Referral,308.88,3,Midwest
O00490,C0046,2025-07-11,Email,104.40,1,Northeast
O00491,C0076,2025-07-11,Organic Social,147.44,2,Midwest
O00492,C0093,2025-07-11,Organic Social,79.04,1,West
O00493,C0045,2025-07-12,Organic Search,83.25,1,West
O00494,C0062,2025-07-12,Organic Search,269.18,3,Northeast
O00495,C0079,2025-07-12,Organic Search,192.40,2,South
O00496,C0109,2025-07-12,Paid Search,97.20,1,West
O00497,C0126,2025-07-12,Paid Search,314.28,3,Northeast
O00498,C0143,2025-07-12,Paid Search,224.64,2,South
O00499,C0173,2025-07-12,Direct,75.60,1,West
O00500,C0190,2025-07-12,Direct,244.44,3,Northeast
O00501,C0220,2025-07-12,Referral,308.88,3,Midwest
O00502,C0250,2025-07-12,Email,104.40,1,Northeast
O00503,C0280,2025-07-12,Organic Social,147.44,2,Midwest
O00504,C0297,2025-07-12,Organic Social,79.04,1,West
O00505,C0249,2025-07-13,Organic Search,83.25,1,West
O00506,C0266,2025-07-13,Organic Search,269.18,3,Northeast
O00507,C0283,2025-07-13,Organic Search,192.40,2,South
O00508,C0313,2025-07-13,Paid Search,97.20,1,West
O00509,C0010,2025-07-13,Paid Search,314.28,3,Northeast
O00510,C0027,2025-07-13,Paid Search,224.64,2,South
O00511,C0057,2025-07-13,Direct,75.60,1,West
O00512,C0074,2025-07-13,Direct,244.44,3,Northeast
O00513,C0104,2025-07-13,Referral,308.88,3,Midwest
O00514,C0134,2025-07-13,Email,104.40,1,Northeast
O00515,C0164,2025-07-13,Organic Social,147.44,2,Midwest
O00516,C0181,2025-07-13,Organic Social,79.04,1,West
O00517,C0133,2025-07-14,Organic Search,83.25,1,West
O00518,C0150,2025-07-14,Organic Search,269.18,3,Northeast
O00519,C0167,2025-07-14,Organic Search,192.40,2,South
O00520,C0197,2025-07-14,Paid Search,97.20,1,West
O00521,C0214,2025-07-14,Paid Search,314.28,3,Northeast
O00522,C0231,2025-07-14,Paid Search,224.64,2,South
O00523,C0261,2025-07-14,Direct,75.60,1,West
O00524,C0278,2025-07-14,Direct,244.44,3,Northeast
O00525,C0308,2025-07-14,Referral,308.88,3,Midwest
O00526,C0018,2025-07-14,Email,104.40,1,Northeast
O00527,C0048,2025-07-14,Organic Social,147.44,2,Midwest
O00528,C0065,2025-07-14,Organic Social,79.04,1,West
O00529,C0017,2025-07-15,Organic Search,83.25,1,West
O00530,C0034,2025-07-15,Organic Search,269.18,3,Northeast
O00531,C0051,2025-07-15,Organic Search,192.40,2,South
O00532,C0081,2025-07-15,Paid Search,97.20,1,West
O00533,C0098,2025-07-15,Paid Search,314.28,3,Northeast
O00534,C0115,2025-07-15,Paid Search,224.64,2,South
O00535,C0145,2025-07-15,Direct,75.60,1,West
O00536,C0162,2025-07-15,Direct,244.44,3,Northeast
O00537,C0192,2025-07-15,Referral,308.88,3,Midwest
O00538,C0222,2025-07-15,Email,104.40,1,Northeast
O00539,C0252,2025-07-15,Organic Social,147.44,2,Midwest
O00540,C0269,2025-07-15,Organic Social,79.04,1,West
O00541,C0221,2025-07-16,Organic Search,83.25,1,West
O00542,C0238,2025-07-16,Organic Search,269.18,3,Northeast
O00543,C0255,2025-07-16,Organic Search,192.40,2,South
O00544,C0285,2025-07-16,Paid Search,97.20,1,West
O00545,C0302,2025-07-16,Paid Search,314.28,3,Northeast
O00546,C0319,2025-07-16,Paid Search,224.64,2,South
O00547,C0029,2025-07-16,Direct,75.60,1,West
O00548,C0046,2025-07-16,Direct,244.44,3,Northeast
O00549,C0076,2025-07-16,Referral,308.88,3,Midwest
O00550,C0106,2025-07-16,Email,104.40,1,Northeast
O00551,C0136,2025-07-16,Organic Social,147.44,2,Midwest
O00552,C0153,2025-07-16,Organic Social,79.04,1,West
O00553,C0105,2025-07-17,Organic Search,83.25,1,West
O00554,C0122,2025-07-17,Organic Search,269.18,3,Northeast
O00555,C0139,2025-07-17,Organic Search,192.40,2,South
O00556,C0169,2025-07-17,Paid Search,97.20,1,West
O00557,C0186,2025-07-17,Paid Search,314.28,3,Northeast
O00558,C0203,2025-07-17,Paid Search,224.64,2,South
O00559,C0233,2025-07-17,Direct,75.60,1,West
O00560,C0250,2025-07-17,Direct,244.44,3,Northeast
O00561,C0280,2025-07-17,Referral,308.88,3,Midwest
O00562,C0310,2025-07-17,Email,104.40,1,Northeast
O00563,C0020,2025-07-17,Organic Social,147.44,2,Midwest
O00564,C0037,2025-07-17,Organic Social,79.04,1,West
O00565,C0309,2025-07-18,Organic Search,83.25,1,West
O00566,C0006,2025-07-18,Organic Search,269.18,3,Northeast
O00567,C0023,2025-07-18,Organic Search,192.40,2,South
O00568,C0053,2025-07-18,Paid Search,97.20,1,West
O00569,C0070,2025-07-18,Paid Search,314.28,3,Northeast
O00570,C0087,2025-07-18,Paid Search,224.64,2,South
O00571,C0117,2025-07-18,Direct,75.60,1,West
O00572,C0134,2025-07-18,Direct,244.44,3,Northeast
O00573,C0164,2025-07-18,Referral,308.88,3,Midwest
O00574,C0194,2025-07-18,Email,104.40,1,Northeast
O00575,C0224,2025-07-18,Organic Social,147.44,2,Midwest
O00576,C0241,2025-07-18,Organic Social,79.04,1,West
O00577,C0193,2025-07-19,Organic Search,83.25,1,West
O00578,C0210,2025-07-19,Organic Search,269.18,3,Northeast
O00579,C0227,2025-07-19,Organic Search,192.40,2,South
O00580,C0257,2025-07-19,Paid Search,97.20,1,West
O00581,C0274,2025-07-19,Paid Search,314.28,3,Northeast
O00582,C0291,2025-07-19,Paid Search,224.64,2,South
O00583,C0001,2025-07-19,Direct,75.60,1,West
O00584,C0018,2025-07-19,Direct,244.44,3,Northeast
O00585,C0048,2025-07-19,Referral,308.88,3,Midwest
O00586,C0078,2025-07-19,Email,104.40,1,Northeast
O00587,C0108,2025-07-19,Organic Social,147.44,2,Midwest
O00588,C0125,2025-07-19,Organic Social,79.04,1,West
O00589,C0077,2025-07-20,Organic Search,83.25,1,West
O00590,C0094,2025-07-20,Organic Search,269.18,3,Northeast
O00591,C0111,2025-07-20,Organic Search,192.40,2,South
O00592,C0141,2025-07-20,Paid Search,97.20,1,West
O00593,C0158,2025-07-20,Paid Search,314.28,3,Northeast
O00594,C0175,2025-07-20,Paid Search,224.64,2,South
O00595,C0205,2025-07-20,Direct,75.60,1,West
O00596,C0222,2025-07-20,Direct,244.44,3,Northeast
O00597,C0252,2025-07-20,Referral,308.88,3,Midwest
O00598,C0282,2025-07-20,Email,104.40,1,Northeast
O00599,C0312,2025-07-20,Organic Social,147.44,2,Midwest
O00600,C0009,2025-07-20,Organic Social,79.04,1,West
O00601,C0281,2025-07-21,Organic Search,83.25,1,West
O00602,C0298,2025-07-21,Organic Search,269.18,3,Northeast
O00603,C0315,2025-07-21,Organic Search,192.40,2,South
O00604,C0025,2025-07-21,Paid Search,97.20,1,West
O00605,C0042,2025-07-21,Paid Search,314.28,3,Northeast
O00606,C0059,2025-07-21,Paid Search,224.64,2,South
O00607,C0089,2025-07-21,Direct,75.60,1,West
O00608,C0106,2025-07-21,Direct,244.44,3,Northeast
O00609,C0136,2025-07-21,Referral,308.88,3,Midwest
O00610,C0166,2025-07-21,Email,104.40,1,Northeast
O00611,C0196,2025-07-21,Organic Social,147.44,2,Midwest
O00612,C0213,2025-07-21,Organic Social,79.04,1,West
O00613,C0165,2025-07-22,Organic Search,83.25,1,West
O00614,C0182,2025-07-22,Organic Search,269.18,3,Northeast
O00615,C0199,2025-07-22,Organic Search,192.40,2,South
O00616,C0229,2025-07-22,Paid Search,97.20,1,West
O00617,C0246,2025-07-22,Paid Search,314.28,3,Northeast
O00618,C0263,2025-07-22,Paid Search,224.64,2,South
O00619,C0293,2025-07-22,Direct,75.60,1,West
O00620,C0310,2025-07-22,Direct,244.44,3,Northeast
O00621,C0020,2025-07-22,Referral,308.88,3,Midwest
O00622,C0050,2025-07-22,Email,104.40,1,Northeast
O00623,C0080,2025-07-22,Organic Social,147.44,2,Midwest
O00624,C0097,2025-07-22,Organic Social,79.04,1,West
O00625,C0049,2025-07-23,Organic Search,83.25,1,West
O00626,C0066,2025-07-23,Organic Search,269.18,3,Northeast
O00627,C0083,2025-07-23,Organic Search,192.40,2,South
O00628,C0113,2025-07-23,Paid Search,97.20,1,West
O00629,C0130,2025-07-23,Paid Search,314.28,3,Northeast
O00630,C0147,2025-07-23,Paid Search,224.64,2,South
O00631,C0177,2025-07-23,Direct,75.60,1,West
O00632,C0194,2025-07-23,Direct,244.44,3,Northeast
O00633,C0224,2025-07-23,Referral,308.88,3,Midwest
O00634,C0254,2025-07-23,Email,104.40,1,Northeast
O00635,C0284,2025-07-23,Organic Social,147.44,2,Midwest
O00636,C0301,2025-07-23,Organic Social,79.04,1,West
O00637,C0253,2025-07-24,Organic Search,83.25,1,West
O00638,C0270,2025-07-24,Organic Search,269.18,3,Northeast
O00639,C0287,2025-07-24,Organic Search,192.40,2,South
O00640,C0317,2025-07-24,Paid Search,97.20,1,West
O00641,C0014,2025-07-24,Paid Search,314.28,3,Northeast
O00642,C0031,2025-07-24,Paid Search,224.64,2,South
O00643,C0061,2025-07-24,Direct,75.60,1,West
O00644,C0078,2025-07-24,Direct,244.44,3,Northeast
O00645,C0108,2025-07-24,Referral,308.88,3,Midwest
O00646,C0138,2025-07-24,Email,104.40,1,Northeast
O00647,C0168,2025-07-24,Organic Social,147.44,2,Midwest
O00648,C0185,2025-07-24,Organic Social,79.04,1,West
O00649,C0137,2025-07-25,Organic Search,83.25,1,West
O00650,C0154,2025-07-25,Organic Search,269.18,3,Northeast
O00651,C0171,2025-07-25,Organic Search,192.40,2,South
O00652,C0201,2025-07-25,Paid Search,97.20,1,West
O00653,C0218,2025-07-25,Paid Search,314.28,3,Northeast
O00654,C0235,2025-07-25,Paid Search,224.64,2,South
O00655,C0265,2025-07-25,Direct,75.60,1,West
O00656,C0282,2025-07-25,Direct,244.44,3,Northeast
O00657,C0312,2025-07-25,Referral,308.88,3,Midwest
O00658,C0022,2025-07-25,Email,104.40,1,Northeast
O00659,C0052,2025-07-25,Organic Social,147.44,2,Midwest
O00660,C0069,2025-07-25,Organic Social,79.04,1,West
O00661,C0021,2025-07-26,Organic Search,83.25,1,West
O00662,C0038,2025-07-26,Organic Search,269.18,3,Northeast
O00663,C0055,2025-07-26,Organic Search,192.40,2,South
O00664,C0085,2025-07-26,Paid Search,97.20,1,West
O00665,C0102,2025-07-26,Paid Search,314.28,3,Northeast
O00666,C0119,2025-07-26,Paid Search,224.64,2,South
O00667,C0149,2025-07-26,Direct,75.60,1,West
O00668,C0166,2025-07-26,Direct,244.44,3,Northeast
O00669,C0196,2025-07-26,Referral,308.88,3,Midwest
O00670,C0226,2025-07-26,Email,104.40,1,Northeast
O00671,C0256,2025-07-26,Organic Social,147.44,2,Midwest
O00672,C0273,2025-07-26,Organic Social,79.04,1,West
O00673,C0225,2025-07-27,Organic Search,83.25,1,West
O00674,C0242,2025-07-27,Organic Search,269.18,3,Northeast
O00675,C0259,2025-07-27,Organic Search,192.40,2,South
O00676,C0289,2025-07-27,Paid Search,97.20,1,West
O00677,C0306,2025-07-27,Paid Search,314.28,3,Northeast
O00678,C0003,2025-07-27,Paid Search,224.64,2,South
O00679,C0033,2025-07-27,Direct,75.60,1,West
O00680,C0050,2025-07-27,Direct,244.44,3,Northeast
O00681,C0080,2025-07-27,Referral,308.88,3,Midwest
O00682,C0110,2025-07-27,Email,104.40,1,Northeast
O00683,C0140,2025-07-27,Organic Social,147.44,2,Midwest
O00684,C0157,2025-07-27,Organic Social,79.04,1,West
O00685,C0109,2025-07-28,Organic Search,83.25,1,West
O00686,C0126,2025-07-28,Organic Search,269.18,3,Northeast
O00687,C0143,2025-07-28,Organic Search,192.40,2,South
O00688,C0173,2025-07-28,Paid Search,97.20,1,West
O00689,C0190,2025-07-28,Paid Search,314.28,3,Northeast
O00690,C0207,2025-07-28,Paid Search,224.64,2,South
O00691,C0237,2025-07-28,Direct,75.60,1,West
O00692,C0254,2025-07-28,Direct,244.44,3,Northeast
O00693,C0284,2025-07-28,Referral,308.88,3,Midwest
O00694,C0314,2025-07-28,Email,104.40,1,Northeast
O00695,C0024,2025-07-28,Organic Social,147.44,2,Midwest
O00696,C0041,2025-07-28,Organic Social,79.04,1,West
O00697,C0313,2025-07-29,Organic Search,83.25,1,West
O00698,C0010,2025-07-29,Organic Search,269.18,3,Northeast
O00699,C0027,2025-07-29,Organic Search,192.40,2,South
O00700,C0057,2025-07-29,Paid Search,97.20,1,West
O00701,C0074,2025-07-29,Paid Search,314.28,3,Northeast
O00702,C0091,2025-07-29,Paid Search,224.64,2,South
O00703,C0121,2025-07-29,Direct,75.60,1,West
O00704,C0138,2025-07-29,Direct,244.44,3,Northeast
O00705,C0168,2025-07-29,Referral,308.88,3,Midwest
O00706,C0198,2025-07-29,Email,104.40,1,Northeast
O00707,C0228,2025-07-29,Organic Social,147.44,2,Midwest
O00708,C0245,2025-07-29,Organic Social,79.04,1,West
O00709,C0197,2025-07-30,Organic Search,83.25,1,West
O00710,C0214,2025-07-30,Organic Search,269.18,3,Northeast
O00711,C0231,2025-07-30,Organic Search,192.40,2,South
O00712,C0261,2025-07-30,Paid Search,97.20,1,West
O00713,C0278,2025-07-30,Paid Search,314.28,3,Northeast
O00714,C0295,2025-07-30,Paid Search,224.64,2,South
O00715,C0005,2025-07-30,Direct,75.60,1,West
O00716,C0022,2025-07-30,Direct,244.44,3,Northeast
O00717,C0052,2025-07-30,Referral,308.88,3,Midwest
O00718,C0082,2025-07-30,Email,104.40,1,Northeast
O00719,C0112,2025-07-30,Organic Social,147.44,2,Midwest
O00720,C0129,2025-07-30,Organic Social,79.04,1,West
O00721,C0081,2025-07-31,Organic Search,83.25,1,West
O00722,C0098,2025-07-31,Organic Search,269.18,3,Northeast
O00723,C0115,2025-07-31,Organic Search,192.40,2,South
O00724,C0145,2025-07-31,Paid Search,97.20,1,West
O00725,C0162,2025-07-31,Paid Search,314.28,3,Northeast
O00726,C0179,2025-07-31,Paid Search,224.64,2,South
O00727,C0209,2025-07-31,Direct,75.60,1,West
O00728,C0226,2025-07-31,Direct,244.44,3,Northeast
O00729,C0256,2025-07-31,Referral,308.88,3,Midwest
O00730,C0286,2025-07-31,Email,104.40,1,Northeast
O00731,C0316,2025-07-31,Organic Social,147.44,2,Midwest
O00732,C0013,2025-07-31,Organic Social,79.04,1,West
O00733,C0285,2025-08-01,Organic Search,83.25,1,West
O00734,C0302,2025-08-01,Organic Search,269.18,3,Northeast
O00735,C0319,2025-08-01,Organic Search,192.40,2,South
O00736,C0029,2025-08-01,Paid Search,97.20,1,West
O00737,C0059,2025-08-01,Direct,162.96,2,South
O00738,C0076,2025-08-01,Direct,87.36,1,Midwest
O00739,C0106,2025-08-01,Referral,89.10,1,Northeast
O00740,C0136,2025-08-01,Email,225.04,2,Midwest
O00741,C0101,2025-08-02,Organic Search,288.60,3,West
O00742,C0118,2025-08-02,Organic Search,166.50,2,Northeast
O00743,C0135,2025-08-02,Organic Search,89.72,1,South
O00744,C0165,2025-08-02,Paid Search,336.96,3,West
O00745,C0195,2025-08-02,Direct,75.60,1,South
O00746,C0212,2025-08-02,Direct,244.44,3,Midwest
O00747,C0242,2025-08-02,Referral,308.88,3,Northeast
O00748,C0272,2025-08-02,Email,104.40,1,Midwest
O00749,C0237,2025-08-03,Organic Search,179.45,2,West
O00750,C0254,2025-08-03,Organic Search,96.20,1,Northeast
O00751,C0271,2025-08-03,Organic Search,249.75,3,South
O00752,C0301,2025-08-03,Paid Search,209.52,2,West
O00753,C0011,2025-08-03,Direct,262.08,3,South
O00754,C0028,2025-08-03,Direct,151.20,2,Midwest
O00755,C0058,2025-08-03,Referral,192.06,2,Northeast
O00756,C0088,2025-08-03,Email,361.92,3,Midwest
O00757,C0053,2025-08-04,Organic Search,83.25,1,West
O00758,C0070,2025-08-04,Organic Search,269.18,3,Northeast
O00759,C0087,2025-08-04,Organic Search,192.40,2,South
O00760,C0117,2025-08-04,Paid Search,97.20,1,West
O00761,C0147,2025-08-04,Direct,162.96,2,South
O00762,C0164,2025-08-04,Direct,87.36,1,Midwest
O00763,C0194,2025-08-04,Referral,89.10,1,Northeast
O00764,C0224,2025-08-04,Email,225.04,2,Midwest
O00765,C0189,2025-08-05,Organic Search,288.60,3,West
O00766,C0206,2025-08-05,Organic Search,166.50,2,Northeast
O00767,C0223,2025-08-05,Organic Search,89.72,1,South
O00768,C0253,2025-08-05,Paid Search,336.96,3,West
O00769,C0283,2025-08-05,Direct,75.60,1,South
O00770,C0300,2025-08-05,Direct,244.44,3,Midwest
O00771,C0010,2025-08-05,Referral,308.88,3,Northeast
O00772,C0040,2025-08-05,Email,104.40,1,Midwest
O00773,C0005,2025-08-06,Organic Search,179.45,2,West
O00774,C0022,2025-08-06,Organic Search,96.20,1,Northeast
O00775,C0039,2025-08-06,Organic Search,249.75,3,South
O00776,C0069,2025-08-06,Paid Search,209.52,2,West
O00777,C0099,2025-08-06,Direct,262.08,3,South
O00778,C0116,2025-08-06,Direct,151.20,2,Midwest
O00779,C0146,2025-08-06,Referral,192.06,2,Northeast
O00780,C0176,2025-08-06,Email,361.92,3,Midwest
O00781,C0141,2025-08-07,Organic Search,83.25,1,West
O00782,C0158,2025-08-07,Organic Search,269.18,3,Northeast
O00783,C0175,2025-08-07,Organic Search,192.40,2,South
O00784,C0205,2025-08-07,Paid Search,97.20,1,West
O00785,C0235,2025-08-07,Direct,162.96,2,South
O00786,C0252,2025-08-07,Direct,87.36,1,Midwest
O00787,C0282,2025-08-07,Referral,89.10,1,Northeast
O00788,C0312,2025-08-07,Email,225.04,2,Midwest
O00789,C0277,2025-08-08,Organic Search,288.60,3,West
O00790,C0294,2025-08-08,Organic Search,166.50,2,Northeast
O00791,C0311,2025-08-08,Organic Search,89.72,1,South
O00792,C0021,2025-08-08,Paid Search,336.96,3,West
O00793,C0051,2025-08-08,Direct,75.60,1,South
O00794,C0068,2025-08-08,Direct,244.44,3,Midwest
O00795,C0098,2025-08-08,Referral,308.88,3,Northeast
O00796,C0128,2025-08-08,Email,104.40,1,Midwest
O00797,C0093,2025-08-09,Organic Search,179.45,2,West
O00798,C0110,2025-08-09,Organic Search,96.20,1,Northeast
O00799,C0127,2025-08-09,Organic Search,249.75,3,South
O00800,C0157,2025-08-09,Paid Search,209.52,2,West
O00801,C0187,2025-08-09,Direct,262.08,3,South
O00802,C0204,2025-08-09,Direct,151.20,2,Midwest
O00803,C0234,2025-08-09,Referral,192.06,2,Northeast
O00804,C0264,2025-08-09,Email,361.92,3,Midwest
O00805,C0229,2025-08-10,Organic Search,83.25,1,West
O00806,C0246,2025-08-10,Organic Search,269.18,3,Northeast
O00807,C0263,2025-08-10,Organic Search,192.40,2,South
O00808,C0293,2025-08-10,Paid Search,97.20,1,West
O00809,C0003,2025-08-10,Direct,162.96,2,South
O00810,C0020,2025-08-10,Direct,87.36,1,Midwest
O00811,C0050,2025-08-10,Referral,89.10,1,Northeast
O00812,C0080,2025-08-10,Email,225.04,2,Midwest
O00813,C0045,2025-08-11,Organic Search,288.60,3,West
O00814,C0062,2025-08-11,Organic Search,166.50,2,Northeast
O00815,C0079,2025-08-11,Organic Search,89.72,1,South
O00816,C0109,2025-08-11,Paid Search,336.96,3,West
O00817,C0139,2025-08-11,Direct,75.60,1,South
O00818,C0156,2025-08-11,Direct,244.44,3,Midwest
O00819,C0186,2025-08-11,Referral,308.88,3,Northeast
O00820,C0216,2025-08-11,Email,104.40,1,Midwest
O00821,C0181,2025-08-12,Organic Search,179.45,2,West
O00822,C0198,2025-08-12,Organic Search,96.20,1,Northeast
O00823,C0215,2025-08-12,Organic Search,249.75,3,South
O00824,C0245,2025-08-12,Paid Search,209.52,2,West
O00825,C0275,2025-08-12,Direct,262.08,3,South
O00826,C0292,2025-08-12,Direct,151.20,2,Midwest
O00827,C0002,2025-08-12,Referral,192.06,2,Northeast
O00828,C0032,2025-08-12,Email,361.92,3,Midwest
O00829,C0317,2025-08-13,Organic Search,83.25,1,West
O00830,C0014,2025-08-13,Organic Search,269.18,3,Northeast
O00831,C0031,2025-08-13,Organic Search,192.40,2,South
O00832,C0061,2025-08-13,Paid Search,97.20,1,West
O00833,C0091,2025-08-13,Direct,162.96,2,South
O00834,C0108,2025-08-13,Direct,87.36,1,Midwest
O00835,C0138,2025-08-13,Referral,89.10,1,Northeast
O00836,C0168,2025-08-13,Email,225.04,2,Midwest
O00837,C0133,2025-08-14,Organic Search,288.60,3,West
O00838,C0150,2025-08-14,Organic Search,166.50,2,Northeast
O00839,C0167,2025-08-14,Organic Search,89.72,1,South
O00840,C0197,2025-08-14,Paid Search,336.96,3,West
O00841,C0227,2025-08-14,Direct,75.60,1,South
O00842,C0244,2025-08-14,Direct,244.44,3,Midwest
O00843,C0274,2025-08-14,Referral,308.88,3,Northeast
O00844,C0304,2025-08-14,Email,104.40,1,Midwest
O00845,C0269,2025-08-15,Organic Search,179.45,2,West
O00846,C0286,2025-08-15,Organic Search,96.20,1,Northeast
O00847,C0303,2025-08-15,Organic Search,249.75,3,South
O00848,C0013,2025-08-15,Paid Search,209.52,2,West
O00849,C0043,2025-08-15,Direct,262.08,3,South
O00850,C0060,2025-08-15,Direct,151.20,2,Midwest
O00851,C0090,2025-08-15,Referral,192.06,2,Northeast
O00852,C0120,2025-08-15,Email,361.92,3,Midwest
O00853,C0085,2025-08-16,Organic Search,83.25,1,West
O00854,C0102,2025-08-16,Organic Search,269.18,3,Northeast
O00855,C0119,2025-08-16,Organic Search,192.40,2,South
O00856,C0149,2025-08-16,Paid Search,97.20,1,West
O00857,C0179,2025-08-16,Direct,162.96,2,South
O00858,C0196,2025-08-16,Direct,87.36,1,Midwest
O00859,C0226,2025-08-16,Referral,89.10,1,Northeast
O00860,C0256,2025-08-16,Email,225.04,2,Midwest
O00861,C0221,2025-08-17,Organic Search,288.60,3,West
O00862,C0238,2025-08-17,Organic Search,166.50,2,Northeast
O00863,C0255,2025-08-17,Organic Search,89.72,1,South
O00864,C0285,2025-08-17,Paid Search,336.96,3,West
O00865,C0315,2025-08-17,Direct,75.60,1,South
O00866,C0012,2025-08-17,Direct,244.44,3,Midwest
O00867,C0042,2025-08-17,Referral,308.88,3,Northeast
O00868,C0072,2025-08-17,Email,104.40,1,Midwest
O00869,C0037,2025-08-18,Organic Search,179.45,2,West
O00870,C0054,2025-08-18,Organic Search,96.20,1,Northeast
O00871,C0071,2025-08-18,Organic Search,249.75,3,South
O00872,C0101,2025-08-18,Paid Search,209.52,2,West
O00873,C0131,2025-08-18,Direct,262.08,3,South
O00874,C0148,2025-08-18,Direct,151.20,2,Midwest
O00875,C0178,2025-08-18,Referral,192.06,2,Northeast
O00876,C0208,2025-08-18,Email,361.92,3,Midwest
O00877,C0173,2025-08-19,Organic Search,83.25,1,West
O00878,C0190,2025-08-19,Organic Search,269.18,3,Northeast
O00879,C0207,2025-08-19,Organic Search,192.40,2,South
O00880,C0237,2025-08-19,Paid Search,97.20,1,West
O00881,C0267,2025-08-19,Direct,162.96,2,South
O00882,C0284,2025-08-19,Direct,87.36,1,Midwest
O00883,C0314,2025-08-19,Referral,89.10,1,Northeast
O00884,C0024,2025-08-19,Email,225.04,2,Midwest
O00885,C0309,2025-08-20,Organic Search,288.60,3,West
O00886,C0006,2025-08-20,Organic Search,166.50,2,Northeast
O00887,C0023,2025-08-20,Organic Search,89.72,1,South
O00888,C0053,2025-08-20,Paid Search,336.96,3,West
O00889,C0083,2025-08-20,Direct,75.60,1,South
O00890,C0100,2025-08-20,Direct,244.44,3,Midwest
O00891,C0130,2025-08-20,Referral,308.88,3,Northeast
O00892,C0160,2025-08-20,Email,104.40,1,Midwest
O00893,C0125,2025-08-21,Organic Search,179.45,2,West
O00894,C0142,2025-08-21,Organic Search,96.20,1,Northeast
O00895,C0159,2025-08-21,Organic Search,249.75,3,South
O00896,C0189,2025-08-21,Paid Search,209.52,2,West
O00897,C0219,2025-08-21,Direct,262.08,3,South
O00898,C0236,2025-08-21,Direct,151.20,2,Midwest
O00899,C0266,2025-08-21,Referral,192.06,2,Northeast
O00900,C0296,2025-08-21,Email,361.92,3,Midwest
O00901,C0261,2025-08-22,Organic Search,83.25,1,West
O00902,C0278,2025-08-22,Organic Search,269.18,3,Northeast
O00903,C0295,2025-08-22,Organic Search,192.40,2,South
O00904,C0005,2025-08-22,Paid Search,97.20,1,West
O00905,C0035,2025-08-22,Direct,162.96,2,South
O00906,C0052,2025-08-22,Direct,87.36,1,Midwest
O00907,C0082,2025-08-22,Referral,89.10,1,Northeast
O00908,C0112,2025-08-22,Email,225.04,2,Midwest
O00909,C0077,2025-08-23,Organic Search,288.60,3,West
O00910,C0094,2025-08-23,Organic Search,166.50,2,Northeast
O00911,C0111,2025-08-23,Organic Search,89.72,1,South
O00912,C0141,2025-08-23,Paid Search,336.96,3,West
O00913,C0171,2025-08-23,Direct,75.60,1,South
O00914,C0188,2025-08-23,Direct,244.44,3,Midwest
O00915,C0218,2025-08-23,Referral,308.88,3,Northeast
O00916,C0248,2025-08-23,Email,104.40,1,Midwest
O00917,C0213,2025-08-24,Organic Search,179.45,2,West
O00918,C0230,2025-08-24,Organic Search,96.20,1,Northeast
O00919,C0247,2025-08-24,Organic Search,249.75,3,South
O00920,C0277,2025-08-24,Paid Search,209.52,2,West
O00921,C0307,2025-08-24,Direct,262.08,3,South
O00922,C0004,2025-08-24,Direct,151.20,2,Midwest
O00923,C0034,2025-08-24,Referral,192.06,2,Northeast
O00924,C0064,2025-08-24,Email,361.92,3,Midwest
O00925,C0029,2025-08-25,Organic Search,83.25,1,West
O00926,C0046,2025-08-25,Organic Search,269.18,3,Northeast
O00927,C0063,2025-08-25,Organic Search,192.40,2,South
O00928,C0093,2025-08-25,Paid Search,97.20,1,West
O00929,C0123,2025-08-25,Direct,162.96,2,South
O00930,C0140,2025-08-25,Direct,87.36,1,Midwest
O00931,C0170,2025-08-25,Referral,89.10,1,Northeast
O00932,C0200,2025-08-25,Email,225.04,2,Midwest
O00933,C0165,2025-08-26,Organic Search,288.60,3,West
O00934,C0182,2025-08-26,Organic Search,166.50,2,Northeast
O00935,C0199,2025-08-26,Organic Search,89.72,1,South
O00936,C0229,2025-08-26,Paid Search,336.96,3,West
O00937,C0259,2025-08-26,Direct,75.60,1,South
O00938,C0276,2025-08-26,Direct,244.44,3,Midwest
O00939,C0306,2025-08-26,Referral,308.88,3,Northeast
O00940,C0016,2025-08-26,Email,104.40,1,Midwest
